id;class_shape;num_faces;num_vertices;type_shape;barycenter;distance from barycenter to the origin;bounding_box_points;extent_length;extent_x;extent_y;extent_z;max_length;bounding box volume;major angle;second angle
251;Bird;6312;3158;triangles;[-0.00039762 -0.00045864 -0.00031116];0,000682111;"[[-0.99422097 -0.25122401 -0.28391501]
 [ 0.99827898 -0.25122401 -0.28391501]
 [-0.99422097  0.26043099 -0.28391501]
 [-0.99422097 -0.25122401  0.27986899]
 [ 0.99827898  0.26043099  0.27986899]
 [-0.99422097  0.26043099  0.27986899]
 [ 0.99827898 -0.25122401  0.27986899]
 [ 0.99827898  0.26043099 -0.28391501]]";[1.99249995 0.511655   0.563784  ];1,992499948;0,511655003;0,563784003;1,992499948;0,574762325;0,999999929;-0,999999828
252;Bird;12698;6351;triangles;[-1.70098618e-04 -2.31208811e-04 -9.02289374e-05];0,000300886;"[[-0.87319899 -0.48338899 -0.622096  ]
 [ 0.86327302 -0.48338899 -0.622096  ]
 [-0.87319899  0.28674901 -0.622096  ]
 [-0.87319899 -0.48338899  0.444213  ]
 [ 0.86327302  0.28674901  0.444213  ]
 [-0.87319899  0.28674901  0.444213  ]
 [ 0.86327302 -0.48338899  0.444213  ]
 [ 0.86327302  0.28674901 -0.622096  ]]";[1.73647201 0.770138   1.06630901];1,736472011;0,770137995;1,066309005;1,736472011;1,425999636;0,999547061;-0,999403817
253;Bird;12324;6164;triangles;[-1.95802930e-04 -2.22590396e-04 -7.49231712e-05];0,000305776;"[[-0.920349   -0.17476    -0.69052398]
 [ 0.91323602 -0.17476    -0.69052398]
 [-0.920349    0.31705901 -0.69052398]
 [-0.920349   -0.17476     0.89932901]
 [ 0.91323602  0.31705901  0.89932901]
 [-0.920349    0.31705901  0.89932901]
 [ 0.91323602 -0.17476     0.89932901]
 [ 0.91323602  0.31705901 -0.69052398]]";[1.83358502 0.49181901 1.58985299];1,833585024;0,491819009;1,589852989;1,833585024;1,433716658;0,999722993;-0,970981463
254;Bird;7272;3638;triangles;[-8.55767739e-05 -3.19027135e-04 -7.04156202e-05];0,000337728;"[[-0.13471401 -0.99703699 -0.53518403]
 [ 0.075077   -0.99703699 -0.53518403]
 [-0.13471401  0.997805   -0.53518403]
 [-0.13471401 -0.99703699  0.41689301]
 [ 0.075077    0.997805    0.41689301]
 [-0.13471401  0.997805    0.41689301]
 [ 0.075077   -0.99703699  0.41689301]
 [ 0.075077    0.997805   -0.53518403]]";[0.209791   1.99484199 0.95207703];0,209791005;1,994841993;0,952077031;1,994841993;0,398444148;-0,000125488;0,043486105
255;Bird;10104;5054;triangles;[-0.00021575 -0.00022502 -0.00014195];0,000342534;"[[-0.96463001 -0.30213001 -0.511554  ]
 [ 0.97691101 -0.30213001 -0.511554  ]
 [-0.96463001  0.22517    -0.511554  ]
 [-0.96463001 -0.30213001  0.55328   ]
 [ 0.97691101  0.22517     0.55328   ]
 [-0.96463001  0.22517     0.55328   ]
 [ 0.97691101 -0.30213001  0.55328   ]
 [ 0.97691101  0.22517    -0.511554  ]]";[1.94154102 0.52730002 1.064834  ];1,941541016;0,527300015;1,064833999;1,941541016;1,090150009;0,99999671;-0,99973825
256;Bird;11936;5970;triangles;[-0.00160461  0.00014591  0.00026503];0,001632885;"[[-0.76909602 -0.587246   -0.77253002]
 [ 0.94102699 -0.587246   -0.77253002]
 [-0.76909602  0.45618299 -0.77253002]
 [-0.76909602 -0.587246    0.86396402]
 [ 0.94102699  0.45618299  0.86396402]
 [-0.76909602  0.45618299  0.86396402]
 [ 0.94102699 -0.587246    0.86396402]
 [ 0.94102699  0.45618299 -0.77253002]]";[1.710123   1.04342899 1.63649404];1,710123003;1,043428987;1,63649404;1,710123003;2,920146731;-0,088165374;0,126547524
257;Bird;4266;2135;triangles;[ 0.00447319 -0.00488167  0.00769581];0,010152127;"[[-0.961106   -0.19041701 -0.57042402]
 [ 0.95278698 -0.19041701 -0.57042402]
 [-0.961106    0.082656   -0.57042402]
 [-0.961106   -0.19041701  0.38480699]
 [ 0.95278698  0.082656    0.38480699]
 [-0.961106    0.082656    0.38480699]
 [ 0.95278698 -0.19041701  0.38480699]
 [ 0.95278698  0.082656   -0.57042402]]";[1.91389298 0.27307301 0.95523101];1,913892984;0,27307301;0,955231011;1,913892984;0,499234789;0,999416511;0,136864635
258;Bird;17888;8946;triangles;[ 0.00370818  0.0025606  -0.00081199];0,004578928;"[[-0.65438902 -0.65957999 -0.62718701]
 [ 0.74253601 -0.65957999 -0.62718701]
 [-0.65438902  0.74567902 -0.62718701]
 [-0.65438902 -0.65957999  0.63092601]
 [ 0.74253601  0.74567902  0.63092601]
 [-0.65438902  0.74567902  0.63092601]
 [ 0.74253601 -0.65957999  0.63092601]
 [ 0.74253601  0.74567902 -0.62718701]]";[1.39692503 1.40525901 1.25811303];1,396925032;1,405259013;1,258113027;1,405259013;2,469728073;-0,850934986;0,911066394
259;Bird;18026;9015;triangles;[-1.16264983e-04 -6.40075394e-05 -1.96530578e-05];0,000134167;"[[-0.89837003 -0.314132   -0.73954701]
 [ 0.90392601 -0.314132   -0.73954701]
 [-0.89837003  0.28799599 -0.73954701]
 [-0.89837003 -0.314132    0.88372898]
 [ 0.90392601  0.28799599  0.88372898]
 [-0.89837003  0.28799599  0.88372898]
 [ 0.90392601 -0.314132    0.88372898]
 [ 0.90392601  0.28799599 -0.73954701]]";[1.80229604 0.602128   1.623276  ];1,802296042;0,602127999;1,623275995;1,802296042;1,761600066;0,99977374;-0,983026056
260;Bird;4990;2497;triangles;[-0.00042601  0.00066951  0.00050425];0,000940208;"[[-0.487526   -0.451159   -0.661174  ]
 [ 0.450508   -0.451159   -0.661174  ]
 [-0.487526    0.65925199 -0.661174  ]
 [-0.487526   -0.451159    0.66150302]
 [ 0.450508    0.65925199  0.66150302]
 [-0.487526    0.65925199  0.66150302]
 [ 0.450508   -0.451159    0.66150302]
 [ 0.450508    0.65925199 -0.661174  ]]";[0.938034   1.11041099 1.32267702];0,938033998;1,110410988;1,322677016;1,322677016;1,377704691;0,706738797;-0,706739009
301;Bust;18500;9252;triangles;[-1.09620399e-05  7.33691176e-05  3.13480290e-05];8,0535E-05;"[[-0.50410998 -0.943762   -0.42412999]
 [ 0.469789   -0.943762   -0.42412999]
 [-0.50410998  0.941315   -0.42412999]
 [-0.50410998 -0.943762    0.414572  ]
 [ 0.469789    0.941315    0.414572  ]
 [-0.50410998  0.941315    0.414572  ]
 [ 0.469789   -0.943762    0.414572  ]
 [ 0.469789    0.941315   -0.42412999]]";[0.97389898 1.885077   0.83870199];0,973898977;1,885077;0,838701993;1,885077;1,539751654;-0,019409953;0,013144326
302;Bust;50246;25125;triangles;[-8.01030445e-07 -5.42867105e-06 -1.34438193e-05];1,45206E-05;"[[-0.70243597 -0.76488101 -0.50719899]
 [ 0.70008898 -0.76488101 -0.50719899]
 [-0.70243597  0.97979999 -0.50719899]
 [-0.70243597 -0.76488101  0.49800301]
 [ 0.70008898  0.97979999  0.49800301]
 [-0.70243597  0.97979999  0.49800301]
 [ 0.70008898 -0.76488101  0.49800301]
 [ 0.70008898  0.97979999 -0.50719899]]";[1.40252495 1.744681   1.005202  ];1,402524948;1,744681001;1,005201995;1,744681001;2,459687697;0,003461711;-0,003312432
303;Bust;31028;15516;triangles;[-2.72370527e-05 -2.37637417e-07 -6.27739888e-06];2,79521E-05;"[[-0.67344499 -0.80411398 -0.53799999]
 [ 0.492645   -0.80411398 -0.53799999]
 [-0.67344499  0.54216301 -0.53799999]
 [-0.67344499 -0.80411398  0.433348  ]
 [ 0.492645    0.54216301  0.433348  ]
 [-0.67344499  0.54216301  0.433348  ]
 [ 0.492645   -0.80411398  0.433348  ]
 [ 0.492645    0.54216301 -0.53799999]]";[1.16608998 1.346277   0.97134799];1,166089982;1,346276999;0,971347988;1,346276999;1,524899896;0,320288039;-0,358145148
304;Bust;50930;25467;triangles;[-2.50399930e-05  4.18099073e-06 -1.22727970e-05];2,81976E-05;"[[-0.957968   -0.53179199 -0.37162301]
 [ 0.97522801 -0.53179199 -0.37162301]
 [-0.957968    0.50701702 -0.37162301]
 [-0.957968   -0.53179199  0.39817199]
 [ 0.97522801  0.50701702  0.39817199]
 [-0.957968    0.50701702  0.39817199]
 [ 0.97522801 -0.53179199  0.39817199]
 [ 0.97522801  0.50701702 -0.37162301]]";[1.93319601 1.038809   0.769795  ];1,933196008;1,038809001;0,769795001;1,933196008;1,545918805;0,999996272;0,99999626
305;Bust;55644;27824;triangles;[ 1.05240853e-04 -9.18472858e-05  1.55856158e-03];0,001564809;"[[-0.768354   -0.90440798 -0.66078299]
 [ 0.84122002 -0.90440798 -0.66078299]
 [-0.768354    0.80998999 -0.66078299]
 [-0.768354   -0.90440798  0.57259798]
 [ 0.84122002  0.80998999  0.57259798]
 [-0.768354    0.80998999  0.57259798]
 [ 0.84122002 -0.90440798  0.57259798]
 [ 0.84122002  0.80998999 -0.66078299]]";[1.60957402 1.71439797 1.23338097];1,60957402;1,714397967;1,233380973;1,714397967;3,403453654;0,36520176;-0,401243558
306;Bust;53592;26798;triangles;[ 2.67539908e-05 -6.15583581e-05  1.23759040e-03];0,001239409;"[[-0.555583   -0.68275201 -0.50810897]
 [ 0.69060898 -0.68275201 -0.50810897]
 [-0.555583    0.99804002 -0.50810897]
 [-0.555583   -0.68275201  0.50453502]
 [ 0.69060898  0.99804002  0.50453502]
 [-0.555583    0.99804002  0.50453502]
 [ 0.69060898 -0.68275201  0.50453502]
 [ 0.69060898  0.99804002 -0.50810897]]";[1.24619198 1.68079203 1.01264399];1,246191978;1,680792034;1,012643993;1,680792034;2,121073525;-0,139737147;0,090203716
307;Bust;54874;27439;triangles;[ 7.92083452e-05 -7.09431427e-05  1.45600492e-03];0,001459883;"[[-0.912588   -0.85124701 -0.83898598]
 [ 0.901272   -0.85124701 -0.83898598]
 [-0.912588    0.812482   -0.83898598]
 [-0.912588   -0.85124701  0.86570299]
 [ 0.901272    0.812482    0.86570299]
 [-0.912588    0.812482    0.86570299]
 [ 0.901272   -0.85124701  0.86570299]
 [ 0.901272    0.812482   -0.83898598]]";[1.81386    1.66372901 1.70468897];1,813859999;1,663729012;1,704688966;1,813859999;5,144361786;0,445632713;-0,378290284
308;Bust;47948;23976;triangles;[-2.31658340e-04  5.52217783e-05  2.37304665e-03];0,002384967;"[[-0.95658201 -0.92250001 -0.77053797]
 [ 0.76792598 -0.92250001 -0.77053797]
 [-0.95658201  0.91883397 -0.77053797]
 [-0.95658201 -0.92250001  0.75375402]
 [ 0.76792598  0.91883397  0.75375402]
 [-0.95658201  0.91883397  0.75375402]
 [ 0.76792598 -0.92250001  0.75375402]
 [ 0.76792598  0.91883397 -0.77053797]]";[1.72450799 1.84133399 1.52429199];1,724507987;1,841333985;1,524291992;1,841333985;4,840229423;-0,378142134;-0,007017893
309;Bust;10390;5197;triangles;[-0.00031139  0.00035535  0.00018554];0,000507606;"[[-0.55834198 -0.57266301 -0.87581599]
 [ 0.577043   -0.57266301 -0.87581599]
 [-0.55834198  0.57749403 -0.87581599]
 [-0.55834198 -0.57266301  0.535348  ]
 [ 0.577043    0.57749403  0.535348  ]
 [-0.55834198  0.57749403  0.535348  ]
 [ 0.577043   -0.57266301  0.535348  ]
 [ 0.577043    0.57749403 -0.87581599]]";[1.13538498 1.15015703 1.41116399];1,135384977;1,150157034;1,411163986;1,411163986;1,84279815;-0,433101881;0,491819621
310;Bust;16522;8263;triangles;[-0.00014096 -0.00017721  0.00011504];0,00025398;"[[-0.99869502 -0.92189902 -0.62884098]
 [ 0.843467   -0.92189902 -0.62884098]
 [-0.99869502  0.92461801 -0.62884098]
 [-0.99869502 -0.92189902  0.65552503]
 [ 0.843467    0.92461801  0.65552503]
 [-0.99869502  0.92461801  0.65552503]
 [ 0.843467   -0.92189902  0.65552503]
 [ 0.843467    0.92461801 -0.62884098]]";[1.84216201 1.84651703 1.28436601];1,842162013;1,846517026;1,284366012;1,846517026;4,368878262;0,705506049;-0,706672421
311;Bust;50456;25230;triangles;[-2.38064074e-05 -1.89593959e-05  3.37749029e-04];0,000339117;"[[-0.57319099 -0.78905499 -0.68158102]
 [ 0.50686401 -0.78905499 -0.68158102]
 [-0.57319099  0.98529202 -0.68158102]
 [-0.57319099 -0.78905499  0.621898  ]
 [ 0.50686401  0.98529202  0.621898  ]
 [-0.57319099  0.98529202  0.621898  ]
 [ 0.50686401 -0.78905499  0.621898  ]
 [ 0.50686401  0.98529202 -0.68158102]]";[1.080055   1.77434701 1.30347902];1,080054998;1,774347007;1,303479016;1,774347007;2,49797722;0,064448265;-0,54055913
312;Bust;53966;26985;triangles;[-2.50812905e-04  3.48942338e-04  5.15479511e-05];0,000432811;"[[-0.72004801 -0.71213001 -0.59381098]
 [ 0.93258202 -0.71213001 -0.59381098]
 [-0.72004801  0.78227103 -0.59381098]
 [-0.72004801 -0.71213001  0.53192002]
 [ 0.93258202  0.78227103  0.53192002]
 [-0.72004801  0.78227103  0.53192002]
 [ 0.93258202 -0.71213001  0.53192002]
 [ 0.93258202  0.78227103 -0.59381098]]";[1.65263003 1.49440104 1.12573099];1,652630031;1,494401038;1,125730991;1,652630031;2,780208861;0,97371552;0,972262984
313;Bust;21700;10852;triangles;[-7.66111595e-05 -4.56913967e-05  2.09215386e-03];0,002094055;"[[-0.600833   -0.88161999 -0.64497799]
 [ 0.73341298 -0.88161999 -0.64497799]
 [-0.600833    0.79334998 -0.64497799]
 [-0.600833   -0.88161999  0.70033997]
 [ 0.73341298  0.79334998  0.70033997]
 [-0.600833    0.79334998  0.70033997]
 [ 0.73341298 -0.88161999  0.70033997]
 [ 0.73341298  0.79334998 -0.64497799]]";[1.33424598 1.67496997 1.34531796];1,33424598;1,674969971;1,34531796;1,674969971;3,006546107;-0,196097957;-0,145484168
314;Bust;52870;26437;triangles;[-5.09107502e-06 -5.55928883e-06  1.82845591e-04];0,000183001;"[[-0.73618799 -0.57850403 -0.39896101]
 [ 0.73131698 -0.57850403 -0.39896101]
 [-0.73618799  0.99258202 -0.39896101]
 [-0.73618799 -0.57850403  0.411304  ]
 [ 0.73131698  0.99258202  0.411304  ]
 [-0.73618799  0.99258202  0.411304  ]
 [ 0.73131698 -0.57850403  0.411304  ]
 [ 0.73131698  0.99258202 -0.39896101]]";[1.46750498 1.57108605 0.810265  ];1,467504978;1,571086049;0,810265005;1,571086049;1,868128033;0,003256142;0,002634927
315;Bust;51532;25768;triangles;[-3.83256047e-05 -6.78264115e-05 -1.02086766e-04];0,000128417;"[[-0.530406   -0.86550701 -0.68100101]
 [ 0.61504    -0.86550701 -0.68100101]
 [-0.530406    0.71820402 -0.68100101]
 [-0.530406   -0.86550701  0.69478899]
 [ 0.61504     0.71820402  0.69478899]
 [-0.530406    0.71820402  0.69478899]
 [ 0.61504    -0.86550701  0.69478899]
 [ 0.61504     0.71820402 -0.68100101]]";[1.145446   1.58371103 1.37579   ];1,145446002;1,583711028;1,37579;1,583711028;2,49575937;-0,014263413;-0,472939438
316;Bust;46786;23395;triangles;[1.99091772e-05 9.77757194e-05 2.95495601e-04];0,000311888;"[[-0.51432103 -0.89464903 -0.636235  ]
 [ 0.65463197 -0.89464903 -0.636235  ]
 [-0.51432103  0.724172   -0.636235  ]
 [-0.51432103 -0.89464903  0.76638502]
 [ 0.65463197  0.724172    0.76638502]
 [-0.51432103  0.724172    0.76638502]
 [ 0.65463197 -0.89464903  0.76638502]
 [ 0.65463197  0.724172   -0.636235  ]]";[1.168953   1.61882102 1.40262002];1,168953001;1,618821025;1,402620018;1,618821025;2,654213901;-0,025820202;-0,178589521
317;Bust;55448;27726;triangles;[ 1.28643957e-05  4.38444798e-07 -2.51605786e-05];2,8262E-05;"[[-0.51667303 -0.98637402 -0.72542399]
 [ 0.54457402 -0.98637402 -0.72542399]
 [-0.51667303  0.81339198 -0.72542399]
 [-0.51667303 -0.98637402  0.62363899]
 [ 0.54457402  0.81339198  0.62363899]
 [-0.51667303  0.81339198  0.62363899]
 [ 0.54457402 -0.98637402  0.62363899]
 [ 0.54457402  0.81339198 -0.72542399]]";[1.06124705 1.799766   1.34906298];1,061247051;1,799766004;1,349062979;1,799766004;2,576705385;0,01405413;-0,703740989
318;Bust;50286;25145;triangles;[-1.24420929e-05 -4.43483851e-06  2.88381539e-04];0,000288684;"[[-0.52065498 -0.74732298 -0.760535  ]
 [ 0.519813   -0.74732298 -0.760535  ]
 [-0.52065498  0.684717   -0.760535  ]
 [-0.52065498 -0.74732298  0.71630901]
 [ 0.519813    0.684717    0.71630901]
 [-0.52065498  0.684717    0.71630901]
 [ 0.519813   -0.74732298  0.71630901]
 [ 0.519813    0.684717   -0.760535  ]]";[1.04046798 1.43203998 1.47684401];1,040467978;1,432039976;1,476844013;1,476844013;2,200485377;-0,109808652;-0,482078026
319;Bust;53112;26558;triangles;[-3.59414442e-05  2.34437976e-05 -4.59554730e-05];6,28753E-05;"[[-0.984869   -0.52759898 -0.55984998]
 [ 0.95716798 -0.52759898 -0.55984998]
 [-0.984869    0.55290103 -0.55984998]
 [-0.984869   -0.52759898  0.63688397]
 [ 0.95716798  0.55290103  0.63688397]
 [-0.984869    0.55290103  0.63688397]
 [ 0.95716798 -0.52759898  0.63688397]
 [ 0.95716798  0.55290103 -0.55984998]]";[1.94203699 1.08050001 1.19673395];1,942036986;1,080500007;1,196733952;1,942036986;2,511191791;0,989054987;-0,490430961
320;Bust;54232;27118;triangles;[-1.67818266e-05  2.51039738e-05  1.93415324e-04];0,000195758;"[[-0.89079499 -0.77466798 -0.695207  ]
 [ 0.85823202 -0.77466798 -0.695207  ]
 [-0.89079499  0.95558101 -0.695207  ]
 [-0.89079499 -0.77466798  0.62263298]
 [ 0.85823202  0.95558101  0.62263298]
 [-0.89079499  0.95558101  0.62263298]
 [ 0.85823202 -0.77466798  0.62263298]
 [ 0.85823202  0.95558101 -0.695207  ]]";[1.74902701 1.73024899 1.31783998];1,749027014;1,730248988;1,31783998;1,749027014;3,988116165;0,134602791;-0,077683659
101;Chair;16998;8499;triangles;[-1.68480538e-04 -1.83243921e-04 -8.25606780e-05];0,00026226;"[[-0.49351901 -0.82199597 -0.37485799]
 [ 0.307603   -0.82199597 -0.37485799]
 [-0.49351901  0.82740003 -0.37485799]
 [-0.49351901 -0.82199597  0.38848501]
 [ 0.307603    0.82740003  0.38848501]
 [-0.49351901  0.82740003  0.38848501]
 [ 0.307603   -0.82199597  0.38848501]
 [ 0.307603    0.82740003 -0.37485799]]";[0.80112201 1.649396   0.76334301];0,80112201;1,649396002;0,763343006;1,649396002;1,008656594;0,452945151;-0,238737376
102;Chair;31456;15724;triangles;[-6.14450007e-05 -1.51690105e-05 -2.36355287e-05];6,7559E-05;"[[-0.60979199 -0.75960398 -0.67710799]
 [ 0.588386   -0.75960398 -0.67710799]
 [-0.60979199  0.81096101 -0.67710799]
 [-0.60979199 -0.75960398  0.56908101]
 [ 0.588386    0.81096101  0.56908101]
 [-0.60979199  0.81096101  0.56908101]
 [ 0.588386   -0.75960398  0.56908101]
 [ 0.588386    0.81096101 -0.67710799]]";[1.19817799 1.57056499 1.246189  ];1,198177993;1,570564985;1,246188998;1,570564985;2,345098897;-0,332312253;0,001178114
103;Chair;19304;9652;triangles;[-7.46250259e-05 -2.67607865e-05 -6.60800692e-05];0,000103207;"[[-0.489907   -0.81743002 -0.44753599]
 [ 0.34792101 -0.81743002 -0.44753599]
 [-0.489907    0.84290099 -0.44753599]
 [-0.489907   -0.81743002  0.41928899]
 [ 0.34792101  0.84290099  0.41928899]
 [-0.489907    0.84290099  0.41928899]
 [ 0.34792101 -0.81743002  0.41928899]
 [ 0.34792101  0.84290099 -0.44753599]]";[0.83782801 1.66033101 0.86682498];0,83782801;1,660331011;0,866824985;1,660331011;1,205815815;0,452446774;0,072405225
104;Chair;17306;8653;triangles;[-8.88140412e-05 -9.15438868e-05 -2.83687407e-05];0,000130664;"[[-0.33467901 -0.39115801 -0.87767899]
 [ 0.347536   -0.39115801 -0.87767899]
 [-0.33467901  0.27303299 -0.87767899]
 [-0.33467901 -0.39115801  0.831891  ]
 [ 0.347536    0.27303299  0.831891  ]
 [-0.33467901  0.27303299  0.831891  ]
 [ 0.347536   -0.39115801  0.831891  ]
 [ 0.347536    0.27303299 -0.87767899]]";[0.68221501 0.66419101 1.70956999];0,682215005;0,664191008;1,709569991;1,709569991;0,774642186;0,004318234;-0,078579756
105;Chair;18530;9261;triangles;[-1.45300360e-04 -8.30928933e-05 -2.57844747e-05];0,000169356;"[[-0.327021   -0.39616501 -0.87896699]
 [ 0.33579099 -0.39616501 -0.87896699]
 [-0.327021    0.24871799 -0.87896699]
 [-0.327021   -0.39616501  0.781982  ]
 [ 0.33579099  0.24871799  0.781982  ]
 [-0.327021    0.24871799  0.781982  ]
 [ 0.33579099 -0.39616501  0.781982  ]
 [ 0.33579099  0.24871799 -0.87896699]]";[0.66281199 0.64488301 1.66094899];0,662811995;0,644883007;1,660948992;1,660948992;0,709949712;-0,001530839;-0,095661433
106;Chair;28104;14052;triangles;[-5.18161276e-05 -9.39899093e-05 -1.55541289e-05];0,000108448;"[[-0.61184698 -0.46990499 -0.85921597]
 [ 0.44186401 -0.46990499 -0.85921597]
 [-0.61184698  0.47552499 -0.85921597]
 [-0.61184698 -0.46990499  0.68309599]
 [ 0.44186401  0.47552499  0.68309599]
 [-0.61184698  0.47552499  0.68309599]
 [ 0.44186401 -0.46990499  0.68309599]
 [ 0.44186401  0.47552499 -0.85921597]]";[1.053711   0.94542998 1.54231197];1,053710997;0,945429981;1,542311966;1,542311966;1,536466554;0,688681666;-0,807917567
107;Chair;22854;11421;triangles;[-9.24252314e-05 -3.17842948e-05 -5.05599128e-05];0,000110041;"[[-0.58072603 -0.89656502 -0.48508701]
 [ 0.49727499 -0.89656502 -0.48508701]
 [-0.58072603  0.877841   -0.48508701]
 [-0.58072603 -0.89656502  0.62122601]
 [ 0.49727499  0.877841    0.62122601]
 [-0.58072603  0.877841    0.62122601]
 [ 0.49727499 -0.89656502  0.62122601]
 [ 0.49727499  0.877841   -0.48508701]]";[1.07800102 1.77440602 1.10631302];1,078001022;1,774406016;1,10631302;1,774406016;2,116168266;-0,191272423;-0,037017122
108;Chair;21008;10500;triangles;[-1.01303554e-04 -9.36589123e-05 -5.55681819e-05];0,000148735;"[[-0.608087   -0.894292   -0.586326  ]
 [ 0.50254297 -0.894292   -0.586326  ]
 [-0.608087    0.889588   -0.586326  ]
 [-0.608087   -0.894292    0.50204903]
 [ 0.50254297  0.889588    0.50204903]
 [-0.608087    0.889588    0.50204903]
 [ 0.50254297 -0.894292    0.50204903]
 [ 0.50254297  0.889588   -0.586326  ]]";[1.11062998 1.78388    1.08837503];1,110629976;1,783879995;1,088375032;1,783879995;2,156321913;-0,215587973;0,033603873
109;Chair;20602;10301;triangles;[-2.21013179e-05 -1.62507980e-05 -1.50614823e-05];3,12954E-05;"[[-0.42874101 -0.767079   -0.37123299]
 [ 0.42809701 -0.767079   -0.37123299]
 [-0.42874101  0.62237698 -0.37123299]
 [-0.42874101 -0.767079    0.50462198]
 [ 0.42809701  0.62237698  0.50462198]
 [-0.42874101  0.62237698  0.50462198]
 [ 0.42809701 -0.767079    0.50462198]
 [ 0.42809701  0.62237698 -0.37123299]]";[0.85683802 1.38945597 0.87585497];0,856838018;1,389455974;0,875854969;1,389455974;1,042739238;-0,00564506;-0,003722191
110;Chair;16920;8456;triangles;[-8.95204885e-05 -3.00289641e-05 -8.22112596e-05];0,000125197;"[[-0.325901   -0.87634897 -0.420497  ]
 [ 0.34472999 -0.87634897 -0.420497  ]
 [-0.325901    0.76413798 -0.420497  ]
 [-0.325901   -0.87634897  0.31437001]
 [ 0.34472999  0.76413798  0.31437001]
 [-0.325901    0.76413798  0.31437001]
 [ 0.34472999 -0.87634897  0.31437001]
 [ 0.34472999  0.76413798 -0.420497  ]]";[0.67063099 1.64048696 0.73486701];0,670630991;1,640486956;0,734867007;1,640486956;0,80847231;0,02195946;-0,011631645
111;Chair;16100;8050;triangles;[-9.55462310e-05 -3.20811813e-05 -8.77615905e-05];0,000133643;"[[-0.33046001 -0.87652302 -0.41781101]
 [ 0.351096   -0.87652302 -0.41781101]
 [-0.33046001  0.79068899 -0.41781101]
 [-0.33046001 -0.87652302  0.329557  ]
 [ 0.351096    0.79068899  0.329557  ]
 [-0.33046001  0.79068899  0.329557  ]
 [ 0.351096   -0.87652302  0.329557  ]
 [ 0.351096    0.79068899 -0.41781101]]";[0.68155602 1.66721201 0.74736801];0,681556016;1,667212009;0,747368008;1,667212009;0,849233053;0,021356464;-0,010189613
112;Chair;27256;13628;triangles;[-4.27114227e-05 -7.05582658e-05 -3.00410978e-05];8,77793E-05;"[[-0.392046   -0.78152102 -0.54686999]
 [ 0.393354   -0.78152102 -0.54686999]
 [-0.392046    0.646043   -0.54686999]
 [-0.392046   -0.78152102  0.44915101]
 [ 0.393354    0.646043    0.44915101]
 [-0.392046    0.646043    0.44915101]
 [ 0.393354   -0.78152102  0.44915101]
 [ 0.393354    0.646043   -0.54686999]]";[0.7854     1.42756402 0.996021  ];0,785400003;1,427564025;0,996021003;1,427564025;1,116747503;0,001699259;0,001893294
113;Chair;21500;10748;triangles;[-1.04698622e-04 -1.47102078e-04 -4.47086446e-05];0,00018601;"[[-0.461941   -0.85719597 -0.45169401]
 [ 0.35103899 -0.85719597 -0.45169401]
 [-0.461941    0.61956    -0.45169401]
 [-0.461941   -0.85719597  0.47421899]
 [ 0.35103899  0.61956     0.47421899]
 [-0.461941    0.61956     0.47421899]
 [ 0.35103899 -0.85719597  0.47421899]
 [ 0.35103899  0.61956    -0.45169401]]";[0.81298    1.47675598 0.92591301];0,812979996;1,476755977;0,925913006;1,476755977;1,111626219;0,470738382;-0,514273008
114;Chair;11588;5794;triangles;[-6.81701086e-05 -2.71243127e-04 -2.67547200e-05];0,000280955;"[[-0.30763999 -0.86851501 -0.30027601]
 [ 0.302145   -0.86851501 -0.30027601]
 [-0.30763999  0.55676901 -0.30027601]
 [-0.30763999 -0.86851501  0.39789799]
 [ 0.302145    0.55676901  0.39789799]
 [-0.30763999  0.55676901  0.39789799]
 [ 0.302145   -0.86851501  0.39789799]
 [ 0.302145    0.55676901 -0.30027601]]";[0.60978499 1.42528403 0.698174  ];0,609784991;1,425284028;0,698174;1,425284028;0,606794758;0,001984389;0,706875939
115;Chair;20086;10043;triangles;[-7.45301835e-05 -1.53923176e-04 -1.68582521e-05];0,000171847;"[[-0.451947   -0.85994297 -0.45729601]
 [ 0.37566599 -0.85994297 -0.45729601]
 [-0.451947    0.64339203 -0.45729601]
 [-0.451947   -0.85994297  0.48373601]
 [ 0.37566599  0.64339203  0.48373601]
 [-0.451947    0.64339203  0.48373601]
 [ 0.37566599 -0.85994297  0.48373601]
 [ 0.37566599  0.64339203 -0.45729601]]";[0.827613   1.503335   0.94103202];0,827612996;1,503334999;0,941032022;1,503334999;1,170812829;0,445880819;-0,514311832
116;Chair;26926;13463;triangles;[-7.39558206e-05 -1.26512082e-04 -4.01378683e-05];0,00015194;"[[-0.48818099 -0.79166502 -0.439567  ]
 [ 0.48742899 -0.79166502 -0.439567  ]
 [-0.48818099  0.84820098 -0.439567  ]
 [-0.48818099 -0.79166502  0.60639101]
 [ 0.48742899  0.84820098  0.60639101]
 [-0.48818099  0.84820098  0.60639101]
 [ 0.48742899 -0.79166502  0.60639101]
 [ 0.48742899  0.84820098 -0.439567  ]]";[0.97560999 1.63986599 1.04595801];0,975609988;1,639865994;1,045958012;1,639865994;1,673396472;0,012066584;-0,001611925
